company_id,company_name,peer_group_name,metric,value,percentile_rank,year
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,fcf,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,fcf,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,fcf,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,fcf,,0.0,2024-09
RELIANCE,"Reliance Industries Ltd
",Oil & Gas,pat_cagr_5yr,,0.0,2024-09
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,pat_cagr_5yr,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,pat_cagr_5yr,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,pat_cagr_5yr,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,pat_cagr_5yr,,0.0,2024-09
RELIANCE,"Reliance Industries Ltd
",Oil & Gas,revenue_cagr_5yr,,0.0,2024-09
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,revenue_cagr_5yr,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,revenue_cagr_5yr,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,revenue_cagr_5yr,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,revenue_cagr_5yr,,0.0,2024-09
RELIANCE,"Reliance Industries Ltd
",Oil & Gas,eps_cagr_5yr,,0.0,2024-09
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,eps_cagr_5yr,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,eps_cagr_5yr,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,eps_cagr_5yr,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,eps_cagr_5yr,,0.0,2024-09
RELIANCE,"Reliance Industries Ltd
",Oil & Gas,interest_coverage,,0.0,2024-09
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,interest_coverage,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,interest_coverage,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,interest_coverage,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,interest_coverage,,0.0,2024-09
RELIANCE,"Reliance Industries Ltd
",Oil & Gas,asset_turnover,,0.0,2024-09
ONGC,Oil & Natural Gas Corpn Ltd,Oil & Gas,asset_turnover,,0.0,2024-09
BPCL,Bharat Petroleum Corporation Ltd,Oil & Gas,asset_turnover,,0.0,2024-09
IOC,"Indian Oil Corporation
",Oil & Gas,asset_turnover,,0.0,2024-09
GAIL,GAIL (India) Ltd,Oil & Gas,asset_turnover,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,roe,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,roe,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,roe,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,roe,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,roe,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,roce,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,roce,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,roce,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,roce,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,roce,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,npm,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,npm,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,npm,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,npm,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,npm,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,debt_to_equity,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,debt_to_equity,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,debt_to_equity,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,debt_to_equity,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,debt_to_equity,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,fcf,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,fcf,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,fcf,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,fcf,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,fcf,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,pat_cagr_5yr,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,pat_cagr_5yr,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,pat_cagr_5yr,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,pat_cagr_5yr,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,pat_cagr_5yr,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,revenue_cagr_5yr,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,revenue_cagr_5yr,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,revenue_cagr_5yr,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,revenue_cagr_5yr,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,revenue_cagr_5yr,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,eps_cagr_5yr,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,eps_cagr_5yr,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,eps_cagr_5yr,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,eps_cagr_5yr,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,eps_cagr_5yr,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,interest_coverage,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,interest_coverage,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,interest_coverage,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,interest_coverage,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,interest_coverage,,0.0,2024-09
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Pharmaceuticals,asset_turnover,,0.0,2024-09
CIPLA,"Cipla Ltd
",Pharmaceuticals,asset_turnover,,0.0,2024-09
DRREDDY,Dr Reddys Laboratories Ltd,Pharmaceuticals,asset_turnover,,0.0,2024-09
DIVISLAB,Divis Laboratories Ltd,Pharmaceuticals,asset_turnover,,0.0,2024-09
TORNTPHARM,Torrent Pharmaceuticals Ltd,Pharmaceuticals,asset_turnover,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,roe,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,roe,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,roe,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,roe,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,roe,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,roe,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,roe,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,roce,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,roce,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,roce,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,roce,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,roce,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,roce,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,roce,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,npm,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,npm,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,npm,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,npm,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,npm,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,npm,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,npm,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,debt_to_equity,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,debt_to_equity,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,debt_to_equity,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,debt_to_equity,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,debt_to_equity,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,debt_to_equity,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,debt_to_equity,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,fcf,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,fcf,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,fcf,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,fcf,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,fcf,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,fcf,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,fcf,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,pat_cagr_5yr,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,pat_cagr_5yr,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,pat_cagr_5yr,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,pat_cagr_5yr,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,pat_cagr_5yr,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,pat_cagr_5yr,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,pat_cagr_5yr,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,revenue_cagr_5yr,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,eps_cagr_5yr,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,eps_cagr_5yr,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,eps_cagr_5yr,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,eps_cagr_5yr,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,eps_cagr_5yr,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,eps_cagr_5yr,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,eps_cagr_5yr,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,interest_coverage,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,interest_coverage,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,interest_coverage,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,interest_coverage,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,interest_coverage,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,interest_coverage,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,interest_coverage,,0.0,2024-09
NTPC,NTPC Ltd,Power & Utilities,asset_turnover,,0.0,2024-09
POWERGRID,Power Grid Corporation of India Ltd,Power & Utilities,asset_turnover,,0.0,2024-09
TATAPOWER,"Tata Power Company Ltd
",Power & Utilities,asset_turnover,,0.0,2024-09
ADANIPOWER,Adani Power Ltd,Power & Utilities,asset_turnover,,0.0,2024-09
NHPC,"NHPC Ltd
",Power & Utilities,asset_turnover,,0.0,2024-09
JSWENERGY,JSW Energy Ltd,Power & Utilities,asset_turnover,,0.0,2024-09
ADANIGREEN,Adani Green Energy Ltd,Power & Utilities,asset_turnover,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,roe,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,roe,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,roe,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,roe,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,roe,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,roce,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,roce,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,roce,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,roce,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,roce,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,npm,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,npm,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,npm,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,npm,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,npm,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,debt_to_equity,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,debt_to_equity,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,debt_to_equity,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,debt_to_equity,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,debt_to_equity,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,fcf,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,fcf,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,fcf,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,fcf,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,fcf,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,pat_cagr_5yr,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,pat_cagr_5yr,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,pat_cagr_5yr,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,pat_cagr_5yr,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,pat_cagr_5yr,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,revenue_cagr_5yr,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,revenue_cagr_5yr,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,revenue_cagr_5yr,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,revenue_cagr_5yr,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,revenue_cagr_5yr,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,eps_cagr_5yr,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,eps_cagr_5yr,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,eps_cagr_5yr,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,eps_cagr_5yr,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,eps_cagr_5yr,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,interest_coverage,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,interest_coverage,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,interest_coverage,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,interest_coverage,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,interest_coverage,,0.0,2024-09
HDFCBANK,HDFC Bank Ltd,Private Banks,asset_turnover,,0.0,2024-09
ICICIBANK,ICICI Bank Ltd,Private Banks,asset_turnover,,0.0,2024-09
AXISBANK,Axis Bank Ltd,Private Banks,asset_turnover,,0.0,2024-09
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Private Banks,asset_turnover,,0.0,2024-09
INDUSINDBK,IndusInd Bank Ltd,Private Banks,asset_turnover,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,roe,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,roe,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,roe,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,roe,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,roce,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,roce,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,roce,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,roce,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,npm,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,npm,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,npm,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,npm,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,debt_to_equity,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,debt_to_equity,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,debt_to_equity,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,debt_to_equity,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,fcf,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,fcf,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,fcf,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,fcf,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,pat_cagr_5yr,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,pat_cagr_5yr,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,pat_cagr_5yr,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,pat_cagr_5yr,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,revenue_cagr_5yr,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,revenue_cagr_5yr,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,revenue_cagr_5yr,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,revenue_cagr_5yr,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,eps_cagr_5yr,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,eps_cagr_5yr,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,eps_cagr_5yr,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,eps_cagr_5yr,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,interest_coverage,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,interest_coverage,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,interest_coverage,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,interest_coverage,,0.0,2024-09
SBIN,State Bank of India,Public Sector Banks,asset_turnover,,0.0,2024-09
BANKBARODA,Bank of Baroda,Public Sector Banks,asset_turnover,,0.0,2024-09
CANBK,Canara Bank,Public Sector Banks,asset_turnover,,0.0,2024-09
PNB,Punjab National Bank,Public Sector Banks,asset_turnover,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,roe,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,roe,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,roe,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,roe,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,roce,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,roce,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,roce,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,roce,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,npm,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,npm,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,npm,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,npm,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,debt_to_equity,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,debt_to_equity,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,debt_to_equity,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,debt_to_equity,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,fcf,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,fcf,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,fcf,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,fcf,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,pat_cagr_5yr,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,pat_cagr_5yr,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,pat_cagr_5yr,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,pat_cagr_5yr,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,revenue_cagr_5yr,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,revenue_cagr_5yr,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,revenue_cagr_5yr,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,revenue_cagr_5yr,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,eps_cagr_5yr,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,eps_cagr_5yr,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,eps_cagr_5yr,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,eps_cagr_5yr,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,interest_coverage,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,interest_coverage,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,interest_coverage,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,interest_coverage,,0.0,2024-09
TATASTEEL,"Tata Steel Ltd
",Steel,asset_turnover,,0.0,2024-09
JSWSTEEL,JSW Steel Ltd,Steel,asset_turnover,,0.0,2024-09
JINDALSTEL,Jindal Steel & Power Ltd,Steel,asset_turnover,,0.0,2024-09
HINDALCO,Hindalco Industries Ltd,Steel,asset_turnover,,0.0,2024-09
